"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/measurements_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/measurements.csv?datainfo&rowcount&base_name=Bivalvia,%20Gastropoda,%20Brachiopoda&interval=Cenozoic"
"Access Time","Fri 2025-12-12 13:55:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Bivalvia, Gastropoda, Brachiopoda"
"","interval","Cenozoic"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","1.18"
"Records Found","6076"
"Records Returned","6076"
"Records:"
"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"260505","123988","mea","1","","width","9.2","",""
"260506","123988","mea","1","","length","14.1","",""
"260507","123988","mea","1","","height","4.8","",""
"260508","123989","mea","1","","width","9.7","",""
"260509","123989","mea","1","","length","11.5","",""
"260510","123990","mea","1","","width","16.3","",""
"260511","123990","mea","1","","length","22.8","",""
"260512","123991","mea","1","","width","6.7","",""
"260513","123991","mea","1","","length","10.1","",""
"260514","123991","mea","1","","height","3.9","",""
"260515","123992","mea","1","","length","8.6","",""
"260516","123992","mea","1","","height","2.7","",""
"260517","123993","mea","1","","width","8.5","",""
"260518","123993","mea","1","","length","11.5","",""
"260519","123993","mea","1","","height","3.6","",""
"260520","123994","mea","1","","width","4","",""
"260521","123994","mea","1","","length","4.9","",""
"260522","123994","mea","1","","height","1.6","",""
"260523","123995","mea","1","","width","6.2","",""
"260524","123995","mea","1","","length","8.9","",""
"260525","123995","mea","1","","height","3.1","",""
"260526","123996","mea","1","","width","3.9","",""
"260527","123996","mea","1","","length","5.8","",""
"260528","123996","mea","1","","height","1.9","",""
"260529","123997","mea","1","","length","15.4","",""
"260530","123997","mea","1","","height","4.7","",""
"260531","123998","mea","1","","width","3.7","",""
"260532","123998","mea","1","","length","6.2","",""
"260533","123998","mea","1","","height","2.2","",""
"260534","123999","mea","1","","width","2.7","",""
"260535","123999","mea","1","","length","3.8","",""
"260536","124000","mea","1","","length","3.9","",""
"260537","124000","mea","1","","height","1.5","",""
"260538","124001","mea","1","","length","3.6","",""
"260539","124002","mea","1","","height","5.7","",""
"261829","124002","mea","1","","width","9.9","",""
"260540","124003","mea","1","","width","16.6","",""
"260541","124003","mea","1","","length","21.2","",""
"260542","124003","mea","1","","height","8.2","",""
"260543","124004","mea","1","","width","16.1","",""
"260544","124004","mea","1","","length","23.3","",""
"260545","124004","mea","1","","height","8.5","",""
"260546","124005","mea","1","","width","14.7","",""
"260547","124005","mea","1","","length","20.7","",""
"260548","124005","mea","1","","height","8.2","",""
"260549","124006","mea","1","","width","17.2","",""
"260550","124006","mea","1","","height","7.3","",""
"260551","124007","mea","1","","length","22.9","",""
"260552","124007","mea","1","","height","10.2","",""
"260553","124008","mea","1","","length","16.3","",""
"260554","124008","mea","1","","height","5.7","",""
"260555","124009","mea","1","","height","6.8","",""
"260556","124010","mea","1","","width","14.6","",""
"261830","124010","mea","1","","height","7.4","",""
"260557","124011","mea","1","","width","14.1","",""
"260558","124011","mea","1","","length","19.2","",""
"260559","124012","mea","1","","width","11.8","",""
"260560","124012","mea","1","","length","14.7","",""
"260561","124013","mea","1","","width","17.8","",""
"260562","124013","mea","1","","length","21.9","",""
"260563","124013","mea","1","","height","10.2","",""
"260564","124014","mea","1","","width","10.6","",""
"260565","124014","mea","1","","length","15.8","",""
"260566","124014","mea","1","","height","5.7","",""
"260567","124015","mea","1","","width","16.8","",""
"260568","124015","mea","1","","length","24.1","",""
"260569","124015","mea","1","","height","9.2","",""
"260570","124016","mea","1","","width","15.8","",""
"260571","124016","mea","1","","length","22.7","",""
"260572","124016","mea","1","","height","8.7","",""
"260573","124017","mea","1","","width","14.5","",""
"260574","124017","mea","1","","length","21","",""
"260575","124017","mea","1","","height","7","",""
"260576","124018","mea","1","","width","11.9","",""
"260577","124018","mea","1","","length","17.9","",""
"260578","124018","mea","1","","height","5.7","",""
"260579","124019","mea","1","","width","11","",""
"260580","124019","mea","1","","length","14.8","",""
"260581","124019","mea","1","","height","5.7","",""
"260582","124020","mea","1","","width","14.5","",""
"260583","124020","mea","1","","length","16.9","",""
"260584","124021","mea","1","","width","9.6","",""
"260585","124021","mea","1","","length","14.3","",""
"260586","124021","mea","1","","height","4","",""
"260587","124022","mea","1","","width","8.8","",""
"260588","124022","mea","1","","length","11.9","",""
"260589","124022","mea","1","","height","3.7","",""
"260590","124023","mea","1","","width","9.9","",""
"260591","124023","mea","1","","length","13","",""
"260592","124023","mea","1","","height","3.8","",""
"260593","124024","mea","1","","width","10.2","",""
"260594","124024","mea","1","","length","14.2","",""
"260595","124025","mea","1","","width","13","",""
"260596","124025","mea","1","","length","17.2","",""
"260597","124025","mea","1","","height","5.5","",""
"260598","124026","mea","1","","length","3.9","",""
"260599","124026","mea","1","","width","3.6","",""
"260600","124027","mea","1","","width","2.4","",""
"260601","124027","mea","1","","length","3.6","",""
"260602","124028","mea","1","","width","5.4","",""
"260603","124028","mea","1","","length","6.8","",""
"260604","124028","mea","1","","height","3.2","",""
"260605","124029","mea","1","","width","22.9","",""
"260606","124029","mea","1","","length","25.5","",""
"260607","124029","mea","1","","height","13.5","",""
"260608","124030","mea","1","","width","23","",""
"260609","124030","mea","1","","length","25.8","",""
"260610","124030","mea","1","","height","12","",""
"260611","124031","mea","1","","width","23.4","",""
"260612","124031","mea","1","","length","26.1","",""
"260613","124031","mea","1","","height","12","",""
"260614","124032","mea","1","","width","21.7","",""
"260615","124032","mea","1","","length","26.2","",""
"260616","124032","mea","1","","height","12.6","",""
"260617","124033","mea","1","","width","23.4","",""
"260618","124033","mea","1","","length","28.5","",""
"260619","124033","mea","1","","height","16.8","",""
"260620","124034","mea","1","","width","26","",""
"260621","124034","mea","1","","length","28.7","",""
"260622","124034","mea","1","","height","14.7","",""
"260623","124035","mea","1","","width","27.6","",""
"260624","124035","mea","1","","length","29","",""
"260625","124035","mea","1","","height","14.7","",""
"260626","124036","mea","1","","width","25.3","",""
"260627","124036","mea","1","","length","29.5","",""
"260628","124036","mea","1","","height","13.9","",""
"260629","124037","mea","1","","width","28.3","",""
"260630","124037","mea","1","","length","30.1","",""
"260631","124038","mea","1","","width","28.7","",""
"260632","124038","mea","1","","length","33.6","",""
"260633","124038","mea","1","","height","16.4","",""
"260634","124039","mea","1","","width","16.8","",""
"260635","124039","mea","1","","length","19.9","",""
"260636","124039","mea","1","","height","8.7","",""
"260637","124040","mea","1","","width","18.1","",""
"260638","124040","mea","1","","length","20.1","",""
"260639","124040","mea","1","","height","9.6","",""
"260640","124041","mea","1","","width","18.1","",""
"260641","124041","mea","1","","length","21","",""
"260642","124041","mea","1","","height","9.9","",""
"260643","124042","mea","1","","width","19.2","",""
"260644","124042","mea","1","","length","23.7","",""
"260645","124042","mea","1","","height","13.1","",""
"260646","124043","mea","1","","width","19","",""
"260647","124043","mea","1","","length","18.6","",""
"260648","124043","mea","1","","height","9.1","",""
"260649","124044","mea","1","","width","19.4","",""
"260650","124044","mea","1","","length","21.7","",""
"260651","124045","mea","1","","width","17.9","",""
"260652","124045","mea","1","","length","21.8","",""
"260653","124045","mea","1","","height","10.9","",""
"260654","124046","mea","1","","width","18.3","",""
"260655","124046","mea","1","","length","22.1","",""
"260656","124046","mea","1","","height","11.4","",""
"260657","124047","mea","1","","width","19.2","",""
"260658","124047","mea","1","","length","23","",""
"260659","124047","mea","1","","height","10.3","",""
"260660","124048","mea","1","","width","21","",""
"260661","124048","mea","1","","length","24.6","",""
"260662","124048","mea","1","","height","12.5","",""
"260663","124049","mea","1","","width","22.3","",""
"260664","124049","mea","1","","length","26.5","",""
"260665","124049","mea","1","","height","14.7","",""
"260666","124050","mea","1","","width","25.1","",""
"260667","124050","mea","1","","length","28.5","",""
"260668","124050","mea","1","","height","12.2","",""
"260669","124051","mea","1","","width","28.4","",""
"260670","124051","mea","1","","length","33.1","",""
"260671","124051","mea","1","","height","15","",""
"260672","124052","mea","1","","width","17.8","",""
"260673","124052","mea","1","","length","22.8","",""
"260674","124052","mea","1","","height","11.8","",""
"260675","124053","mea","1","","width","13.4","",""
"260676","124053","mea","1","","length","15.3","",""
"260677","124053","mea","1","","height","6.6","",""
"260678","124054","mea","1","","width","17.9","",""
"260679","124054","mea","1","","length","20.6","",""
"260680","124055","mea","1","","width","19","",""
"260681","124055","mea","1","","length","22.4","",""
"260682","124055","mea","1","","height","11.6","",""
"260683","124056","mea","1","","width","15.1","",""
"260684","124056","mea","1","","length","19.1","",""
"260685","124056","mea","1","","height","10.2","",""
"260686","124057","mea","1","","width","17","",""
"260687","124057","mea","1","","length","23","",""
"260688","124057","mea","1","","height","11.2","",""
"260689","124058","mea","1","","width","18.0","",""
"260690","124058","mea","1","","length","24.2","",""
"260691","124059","mea","1","","width","15.1","",""
"260692","124059","mea","1","","length","19.1","",""
"260693","124059","mea","1","","height","10.2","",""
"260694","124060","mea","1","","width","17","",""
"260695","124060","mea","1","","length","23","",""
"260696","124060","mea","1","","height","11.2","",""
"260697","124061","mea","1","","width","18.4","",""
"260698","124061","mea","1","","length","24.2","",""
"260699","124062","mea","1","","width","25.8","",""
"260700","124062","mea","1","","length","29.8","",""
"260701","124063","mea","1","","width","17.9","",""
"260702","124063","mea","1","","length","19.8","",""
"260703","124063","mea","1","","height","10","",""
"260704","124064","mea","1","","width","18.1","",""
"260705","124064","mea","1","","length","20.3","",""
"260706","124064","mea","1","","height","9.3","",""
"260707","124065","mea","1","","width","22.6","",""
"260708","124065","mea","1","","length","26.3","",""
"260709","124065","mea","1","","height","11.5","",""
"260710","124066","mea","1","","width","13.6","",""
"260711","124066","mea","1","","length","15.1","",""
"260712","124066","mea","1","","height","6.6","",""
"260713","124067","mea","1","","width","17.1","",""
"260714","124067","mea","1","","length","17.5","",""
"260715","124067","mea","1","","height","6.4","",""
"260716","124068","mea","1","","width","22.5","",""
"260717","124068","mea","1","","length","22.9","",""
"260718","124068","mea","1","","height","10.6","",""
"260719","124069","mea","1","","width","24.6","",""
"260720","124069","mea","1","","length","26.7","",""
"260721","124069","mea","1","","height","13.8","",""
"260722","124070","mea","1","","width","6.6","",""
"260723","124070","mea","1","","length","6.6","",""
"260724","124070","mea","1","","height","2.5","",""
"260725","124071","mea","1","","width","8.3","",""
"260726","124071","mea","1","","length","8.4","",""
"260727","124071","mea","1","","height","3.2","",""
"260728","124072","mea","1","","width","17.6","",""
"260729","124072","mea","1","","length","21.8","",""
"260730","124072","mea","1","","height","10.8","",""
"260731","124073","mea","1","","width","22.4","",""
"260732","124073","mea","1","","length","25","",""
"260733","124074","mea","1","","width","15.3","",""
"260734","124074","mea","1","","length","18.4","",""
"260735","124074","mea","1","","height","9.2","",""
"260736","124075","mea","1","","width","16.7","",""
"260737","124075","mea","1","","length","20.2","",""
"260738","124075","mea","1","","height","10.1","",""
"260739","124076","mea","1","","width","17.8","",""
"260740","124076","mea","1","","length","21.2","",""
"260741","124077","mea","1","","width","20.3","",""
"260742","124077","mea","1","","length","24.5","",""
"260743","124078","mea","1","","width","10.7","",""
"260744","124078","mea","1","","length","12.2","",""
"260745","124078","mea","1","","height","4.7","",""
"260746","124079","mea","1","","width","10.6","",""
"260747","124079","mea","1","","length","12.4","",""
"260748","124079","mea","1","","height","5.5","",""
"260749","124080","mea","1","","width","12.7","",""
"260750","124080","mea","1","","length","14.5","",""
"260751","124080","mea","1","","height","6.3","",""
"260752","124081","mea","1","","width","14.6","",""
"260753","124081","mea","1","","length","16.5","",""
"260754","124082","mea","1","","width","21","",""
"260755","124082","mea","1","","length","23","",""
"260756","124082","mea","1","","height","11.1","",""
"260757","124083","mea","1","","width","17","",""
"260758","124083","mea","1","","length","21.5","",""
"260759","124083","mea","1","","height","8.5","",""
"260760","124084","mea","1","","width","16","",""
"260761","124084","mea","1","","length","17.7","",""
"260762","124084","mea","1","","height","7","",""
"260763","124085","mea","1","","width","15.2","",""
"260764","124085","mea","1","","length","16.9","",""
"260765","124085","mea","1","","height","7.1","",""
"260766","124086","mea","1","","width","18.1","",""
"260767","124086","mea","1","","length","22.1","",""
"260768","124086","mea","1","","height","9.2","",""
"260769","124087","mea","1","","width","21.5","",""
"260770","124087","mea","1","","length","22.5","",""
"260771","124087","mea","1","","height","10","",""
"260772","124088","mea","1","","width","38.6","",""
"260773","124088","mea","1","","length","50.2","",""
"260774","124089","mea","1","","width","37.7","",""
"260775","124089","mea","1","","length","52.7","",""
"260776","124090","mea","1","","width","17.1","",""
"260777","124090","mea","1","","length","23.5","",""
"260778","124090","mea","1","","height","11.9","",""
"260779","124091","mea","1","","width","16.3","",""
"260780","124091","mea","1","","length","22.9","",""
"260781","124091","mea","1","","height","12.4","",""
"260782","124092","mea","1","","width","19.2","",""
"260783","124092","mea","1","","length","23.4","",""
"260784","124092","mea","1","","height","11.4","",""
"260785","124093","mea","1","","width","20.5","",""
"260786","124093","mea","1","","length","23","",""
"260787","124093","mea","1","","height","13.9","",""
"260788","124094","mea","1","","width","17.4","",""
"260789","124094","mea","1","","length","24.2","",""
"260790","124094","mea","1","","height","12.8","",""
"260791","124095","mea","1","","width","18","",""
"260792","124095","mea","1","","length","21.8","",""
"260793","124095","mea","1","","height","9.5","",""
"260794","124096","mea","1","","width","10.4","",""
"260795","124096","mea","1","","length","15.7","",""
"260796","124096","mea","1","","height","9.7","",""
"260797","124097","mea","1","","width","11.5","",""
"260798","124097","mea","1","","length","16.6","",""
"260799","124097","mea","1","","height","8.7","",""
"260800","124098","mea","1","","width","20.2","",""
"260801","124098","mea","1","","length","23.3","",""
"260802","124098","mea","1","","height","14.9","",""
"260803","124099","mea","1","","width","18.5","",""
"260804","124099","mea","1","","length","23.8","",""
"260805","124099","mea","1","","height","9.8","",""
"260806","124100","mea","1","","width","12.9","",""
"260807","124100","mea","1","","length","16.4","",""
"260808","124100","mea","1","","height","9","",""
"260809","124101","mea","1","","width","13.2","",""
"260810","124101","mea","1","","length","17.3","",""
"260811","124101","mea","1","","height","9.5","",""
"260812","124102","mea","1","","width","14.5","",""
"260813","124102","mea","1","","length","20.3","",""
"260814","124102","mea","1","","height","13","",""
"260815","124103","mea","1","","width","11.1","",""
"260816","124103","mea","1","","length","15.7","",""
"260817","124103","mea","1","","height","9.6","",""
"260818","124104","mea","1","","width","5.3","",""
"260819","124104","mea","1","","length","7.9","",""
"260820","124104","mea","1","","height","5.2","",""
"260821","124105","mea","1","","width","14.9","",""
"260822","124105","mea","1","","length","17.6","",""
"260823","124105","mea","1","","height","8.9","",""
"260824","124106","mea","1","","width","17.5","",""
"260825","124106","mea","1","","length","22","",""
"260826","124106","mea","1","","height","13.4","",""
"260827","124107","mea","1","","width","17.1","",""
"260828","124107","mea","1","","length","22","",""
"260829","124107","mea","1","","height","13","",""
"260830","124108","mea","1","","width","16.3","",""
"260831","124108","mea","1","","length","21","",""
"260832","124108","mea","1","","height","13.1","",""
"260833","124109","mea","1","","width","12.6","",""
"260834","124109","mea","1","","length","14.3","",""
"260835","124110","mea","1","","width","13.6","",""
"260836","124110","mea","1","","length","13.2","",""
"260837","124111","mea","1","","width","14.3","",""
"260838","124111","mea","1","","length","16.1","",""
"260839","124112","mea","1","","width","14","",""
"260840","124112","mea","1","","length","16.9","",""
"260841","124112","mea","1","","height","9.4","",""
"260842","124113","mea","1","","width","13.4","",""
"260843","124113","mea","1","","length","15.4","",""
"260844","124114","mea","1","","width","12.8","",""
"260845","124114","mea","1","","length","15.3","",""
"260846","124114","mea","1","","height","7.1","",""
"260847","124115","mea","1","","width","9.3","",""
"260848","124115","mea","1","","length","13.9","",""
"260849","124115","mea","1","","height","7.1","",""
"260850","124116","mea","1","","width","6.7","",""
"260851","124116","mea","1","","length","10.1","",""
"260852","124116","mea","1","","height","4.8","",""
"260853","124117","mea","1","","length","25","",""
"260854","124118","mea","1","","length","14.5","",""
"260855","124119","mea","1","","width","8.5","",""
"260856","124119","mea","1","","length","11.4","",""
"260857","124119","mea","1","","height","6.5","",""
"260858","124120","mea","1","","width","11.5","",""
"260859","124120","mea","1","","length","14.8","",""
"260860","124121","mea","1","","width","10.5","",""
"260861","124121","mea","1","","length","15.7","",""
"260862","124122","mea","1","","width","22.8","",""
"260863","124122","mea","1","","length","27.1","",""
"260864","124122","mea","1","","height","12.7","",""
"260865","124123","mea","1","","width","19.3","",""
"260866","124123","mea","1","","length","24.3","",""
"260867","124123","mea","1","","height","12.5","",""
"260868","124124","mea","1","","width","13.8","",""
"260869","124124","mea","1","","length","19.6","",""
"260870","124124","mea","1","","height","11.5","",""
"260871","124125","mea","1","","width","11","",""
"260872","124125","mea","1","","length","16","",""
"260873","124125","mea","1","","height","7.8","",""
"260874","124126","mea","1","","width","11.6","",""
"260875","124126","mea","1","","length","17.1","",""
"260876","124126","mea","1","","height","9.4","",""
"260877","124127","mea","1","","width","12","",""
"260878","124127","mea","1","","length","14.9","",""
"260879","124127","mea","1","","height","7.7","",""
"260880","124128","mea","1","","width","16.9","",""
"260881","124128","mea","1","","length","23","",""
"260882","124128","mea","1","","height","12","",""
"260883","124129","mea","1","","width","16.5","",""
"260884","124129","mea","1","","length","22.2","",""
"260885","124130","mea","1","","width","16.5","",""
"260886","124130","mea","1","","length","23.9","",""
"260887","124130","mea","1","","height","13.5","",""
"260888","124131","mea","1","","width","13.9","",""
"260889","124131","mea","1","","length","19.8","",""
"260890","124131","mea","1","","height","11.3","",""
"260891","124132","mea","1","","width","17.4","",""
"260892","124132","mea","1","","length","23.2","",""
"260893","124133","mea","1","","width","13.7","",""
"260894","124133","mea","1","","length","17.8","",""
"260895","124133","mea","1","","height","10","",""
"260896","124134","mea","1","","width","12.2","",""
"260897","124134","mea","1","","length","17","",""
"260898","124134","mea","1","","height","8.9","",""
"260899","124135","mea","1","","width","14","",""
"260900","124135","mea","1","","length","19.8","",""
"260901","124135","mea","1","","height","11.4","",""
"260902","124136","mea","1","","width","15.1","",""
"260903","124136","mea","1","","length","19.3","",""
"260904","124136","mea","1","","height","9.2","",""
"260905","124137","mea","1","","width","13.5","",""
"260906","124137","mea","1","","length","17.5","",""
"260907","124137","mea","1","","height","9.1","",""
"260908","124138","mea","1","","width","14.9","",""
"260909","124138","mea","1","","length","18.6","",""
"260910","124138","mea","1","","height","8.5","",""
"260911","124139","mea","1","","width","10.4","",""
"260912","124139","mea","1","","length","14.2","",""
"260913","124139","mea","1","","height","7","",""
"260914","124140","mea","1","","width","25.9","",""
"260915","124140","mea","1","","length","31.5","",""
"260916","124140","mea","1","","height","17","",""
"260917","124141","mea","1","","width","23","",""
"260918","124141","mea","1","","length","27.9","",""
"260919","124141","mea","1","","height","16","",""
"260920","124142","mea","1","","width","15.5","",""
"260921","124142","mea","1","","length","21.2","",""
"260922","124142","mea","1","","height","12","",""
"260923","124143","mea","1","","width","11.6","",""
"260924","124143","mea","1","","length","14","",""
"260925","124143","mea","1","","height","7.2","",""
"260926","124144","mea","1","","width","37.9","",""
"260927","124144","mea","1","","height","28.3","",""
"260928","124145","mea","1","","width","31","",""
"260929","124145","mea","1","","length","35.8","",""
"260930","124145","mea","1","","height","18.4","",""
"260931","124146","mea","1","","width","32.2","",""
"260932","124146","mea","1","","height","19.7","",""
"260933","124147","mea","1","","width","38.6","",""
"260934","124147","mea","1","","height","27.3","",""
"260935","124148","mea","1","","width","33.3","",""
"260936","124148","mea","1","","length","44.9","",""
"260937","124149","mea","1","","width","39.9","",""
"260938","124149","mea","1","","height","28","",""
"260939","124150","mea","1","","width","34.5","",""
"260940","124151","mea","1","","width","32","",""
"260941","124151","mea","1","","length","43.1","",""
"260942","124151","mea","1","","height","26.6","",""
"260943","124152","mea","1","","width","38.3","",""
"260944","124152","mea","1","","length","44.4","",""
"260945","124152","mea","1","","height","19.7","",""
"260946","124153","mea","1","","width","34.4","",""
"260947","124153","mea","1","","length","38.2","",""
"260948","124154","mea","1","","width","36","",""
"260949","124154","mea","1","","length","25.8","",""
"260950","124155","mea","1","","length","31","",""
"260951","124156","mea","1","","width","49.0","",""
"260952","124156","mea","1","","length","62.9","",""
"260953","124156","mea","1","","height","36.1","",""
"260954","124157","mea","1","","width","30.9","",""
"260955","124157","mea","1","","length","44.4","",""
"260956","124157","mea","1","","height","27.5","",""
"260957","124158","mea","1","","width","38.9","",""
"260958","124158","mea","1","","length","47.1","",""
"260959","124158","mea","1","","height","31","",""
"260960","124159","mea","1","","width","18","",""
"260961","124159","mea","1","","length","18.3","",""
"260962","124159","mea","1","","height","7.6","",""
"260963","124160","mea","1","","width","37","",""
"260964","124160","mea","1","","length","36.7","",""
"260965","124160","mea","1","","height","18","",""
"260966","124161","mea","1","","width","12.7","",""
"260967","124161","mea","1","","length","14.1","",""
"260968","124161","mea","1","","height","5.6","",""
"260969","124162","mea","1","","length","42.5","",""
"260970","124163","mea","1","","width","42.3","",""
"260971","124163","mea","1","","length","44","",""
"260972","124163","mea","1","","height","23","",""
"260973","124164","mea","1","","width","11.7","",""
"260974","124164","mea","1","","length","13.9","",""
"260975","124164","mea","1","","height","7.4","",""
"260976","124165","mea","1","","width","11.2","",""
"260977","124165","mea","1","","length","13.5","",""
"260978","124165","mea","1","","height","6.4","",""
"260979","124166","mea","1","","width","13.9","",""
"260980","124166","mea","1","","length","16.5","",""
"260981","124166","mea","1","","height","8.5","",""
"260982","124167","mea","1","","width","14.8","",""
"260983","124167","mea","1","","length","15.5","",""
"260984","124167","mea","1","","height","9.7","",""
"260985","124168","mea","1","","width","9.1","",""
"260986","124168","mea","1","","length","11.4","",""
"260987","124168","mea","1","","height","5.5","",""
"260988","124169","mea","1","","width","12.4","",""
"260989","124169","mea","1","","length","14.4","",""
"260990","124169","mea","1","","height","8.4","",""
"260991","124170","mea","1","","width","8.2","",""
"260992","124170","mea","1","","length","9.9","",""
"260993","124171","mea","1","","width","12.3","",""
"260994","124171","mea","1","","length","14.4","",""
"260995","124171","mea","1","","height","6.2","",""
"260996","124172","mea","1","","width","7.5","",""
"260997","124172","mea","1","","length","8.5","",""
"260998","124172","mea","1","","height","4.4","",""
"260999","124173","mea","1","","width","12.2","",""
"261000","124173","mea","1","","length","14.5","",""
"261001","124173","mea","1","","height","6.8","",""
"261002","124174","mea","1","","width","11.1","",""
"261003","124174","mea","1","","length","12.2","",""
"261004","124174","mea","1","","height","5","",""
"261005","124175","mea","1","","width","13.6","",""
"261006","124175","mea","1","","length","17.4","",""
"261007","124175","mea","1","","height","8","",""
"261008","124176","mea","1","","width","10","",""
"261009","124176","mea","1","","length","13.7","",""
"261010","124176","mea","1","","height","5.9","",""
"261011","124177","mea","1","","width","9.7","",""
"261012","124177","mea","1","","length","12.1","",""
"261013","124177","mea","1","","height","9.2","",""
"261014","124178","mea","1","","length","11.1","",""
"261015","124178","mea","1","","height","8.3","",""
"261016","124179","mea","1","","width","9","",""
"261017","124179","mea","1","","length","10.8","",""
"261018","124179","mea","1","","height","8.2","",""
"261019","124180","mea","1","","width","10.7","",""
"261020","124180","mea","1","","length","14","",""
"261021","124180","mea","1","","height","6.3","",""
"261022","124181","mea","1","","width","19.1","",""
"261023","124181","mea","1","","length","21.5","",""
"261024","124181","mea","1","","height","8.7","",""
"261025","124182","mea","1","","width","10.7","",""
"261026","124182","mea","1","","length","15.7","",""
"261027","124182","mea","1","","height","7.4","",""
"261028","124183","mea","1","","width","7.2","",""
"261029","124183","mea","1","","height","3.7","",""
"261030","124184","mea","1","","width","18.3","",""
"261031","124184","mea","1","","length","21.7","",""
"261032","124184","mea","1","","height","9.9","",""
"261033","124185","mea","1","","length","16.6","",""
"261034","124185","mea","1","","height","6.4","",""
"261035","124186","mea","1","","width","12.8","",""
"261036","124186","mea","1","","length","18.9","",""
"261037","124186","mea","1","","height","9.6","",""
"261038","124187","mea","1","","width","5.2","",""
"261039","124187","mea","1","","height","2.6","",""
"261040","124188","mea","1","","width","16.3","",""
"261041","124188","mea","1","","length","19","",""
"261042","124188","mea","1","","height","7.1","",""
"261043","124189","mea","1","","width","12.3","",""
"261044","124189","mea","1","","length","13.8","",""
"261045","124189","mea","1","","height","5.5","",""
"261046","124190","mea","1","","width","17.2","",""
"261047","124190","mea","1","","height","8.2","",""
"261048","124191","mea","1","","width","12.9","",""
"261049","124191","mea","1","","length","14.4","",""
"261050","124191","mea","1","","height","5.2","",""
"261051","124192","mea","1","","width","12.6","",""
"261052","124192","mea","1","","length","16.6","",""
"261053","124193","mea","1","","width","13.6","",""
"261054","124193","mea","1","","length","16.2","",""
"261055","124193","mea","1","","height","9.8","",""
"261056","124194","mea","1","","width","8.7","",""
"261057","124194","mea","1","","length","9.3","",""
"261058","124194","mea","1","","height","4.7","",""
"261059","124195","mea","1","","width","8","",""
"261060","124195","mea","1","","length","9.9","",""
"261061","124195","mea","1","","height","4.7","",""
"261062","124196","mea","1","","width","9.7","",""
"261063","124196","mea","1","","length","14.2","",""
"261064","124197","mea","1","","width","11.3","",""
"261065","124197","mea","1","","length","14","",""
"261066","124197","mea","1","","height","7","",""
"261067","124198","mea","1","","width","10.3","",""
"261068","124198","mea","1","","length","13.9","",""
"261069","124199","mea","1","","width","10.2","",""
"261070","124199","mea","1","","length","13.8","",""
"261071","124199","mea","1","","height","8.2","",""
"261072","124200","mea","1","","width","11","",""
"261073","124200","mea","1","","length","14.3","",""
"261074","124201","mea","1","","width","13.8","",""
"261075","124201","mea","1","","length","17.9","",""
"261076","124201","mea","1","","height","9.9","",""
"261077","124202","mea","1","","width","11.6","",""
"261078","124202","mea","1","","length","14.4","",""
"261079","124202","mea","1","","height","7","",""
"261080","124203","mea","1","","width","8.8","",""
"261081","124203","mea","1","","length","11.9","",""
"261082","124203","mea","1","","height","8","",""
"261083","124204","mea","1","","width","9.7","",""
"261084","124204","mea","1","","length","13.2","",""
"261085","124204","mea","1","","height","7.7","",""
"261086","124205","mea","1","","width","9.6","",""
"261087","124205","mea","1","","length","11.5","",""
"261088","124205","mea","1","","height","6.9","",""
"261089","124206","mea","1","","width","11.3","",""
"261090","124206","mea","1","","length","14.6","",""
"261091","124206","mea","1","","height","7.9","",""
"261092","124207","mea","1","","width","11.4","",""
"261093","124207","mea","1","","length","17.1","",""
"261094","124208","mea","1","","width","17","",""
"261095","124208","mea","1","","length","23.2","",""
"261096","124208","mea","1","","height","15.5","",""
"261097","124209","mea","1","","width","12.3","",""
"261098","124209","mea","1","","length","15.7","",""
"261099","124209","mea","1","","height","8.6","",""
"261100","124210","mea","1","","width","15","",""
"261101","124210","mea","1","","length","21.9","",""
"261102","124210","mea","1","","height","14","",""
"261103","124211","mea","1","","width","17.1","",""
"261104","124211","mea","1","","length","21.2","",""
"261105","124211","mea","1","","height","12.8","",""
"261106","124212","mea","1","","width","16.8","",""
"261107","124212","mea","1","","length","21.7","",""
"261108","124213","mea","1","","width","11.6","",""
"261109","124213","mea","1","","length","11.4","",""
"261110","124214","mea","1","","width","12.1","",""
"261111","124214","mea","1","","length","16","",""
"261112","124214","mea","1","","height","9.8","",""
"261113","124215","mea","1","","width","12.4","",""
"261114","124215","mea","1","","length","16","",""
"261115","124215","mea","1","","height","8.7","",""
"261116","124216","mea","1","","width","13","",""
"261117","124216","mea","1","","length","16.8","",""
"261118","124216","mea","1","","height","9.7","",""
"261119","124217","mea","1","","width","11.2","",""
"261120","124217","mea","1","","length","15","",""
"261121","124217","mea","1","","height","9.6","",""
"261122","124218","mea","1","","width","13.1","",""
"261123","124218","mea","1","","length","16.8","",""
"261124","124218","mea","1","","height","9.9","",""
"261125","124219","mea","1","","width","9.9","",""
"261126","124219","mea","1","","length","12.4","",""
"261127","124219","mea","1","","height","7","",""
"261128","124220","mea","1","","width","12.6","",""
